,id,movie,year,time,rating,score,votes,gross,description,director,star,genre
165,165,"Swades: We, the People",2004,210 min,8.2,****,"87,717",$1.22M,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Ashutosh Gowariker,'Shah Rukh Khan' 'Gayatri Joshi' 'Kishori Ballal' 'Smith Seth',"
Drama, Musical            "
72,72,Taare Zameen Par,2007,165 min,8.4,****,"183,174",$1.22M,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","Directors:Aamir Khan, Amole Gupte",'Darsheel Safary' 'Aamir Khan' 'Tisca Chopra' 'Vipin Sharma',"
Drama, Family            "
514,514,"4 luni, 3 saptamâni si 2 zile",2007,113 min,7.9,97        ,"58,892",$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,Cristian Mungiu,'Anamaria Marinca' 'Laura Vasiliu' 'Vlad Ivanov' 'Alexandru Potocean',"
Drama            "
623,623,Kai po che!,2013,130 min,7.8,40        ,"35,723",$1.12M,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,'Amit Sadh' 'Sushant Singh Rajput' 'Rajkummar Rao' 'Amrita Puri',"
Drama, Sport            "
177,177,Tonari no Totoro,1988,86 min,8.2,86        ,"316,046",$1.11M,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Hayao Miyazaki,'Hitoshi Takagi' 'Noriko Hidaka' 'Chika Sakamoto' 'Shigesato Itoi',"
Animation, Comedy, Family            "
158,158,Chak De! India,2007,153 min,8.2,68        ,"77,976",$1.11M,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",Shimit Amin,'Shah Rukh Khan' 'Vidya Malvade' 'Sagarika Ghatge' 'Shilpa Shukla',"
Drama, Family, Sport            "
389,389,Taegukgi hwinalrimyeo,2004,140 min,8.0,64        ,"39,070",$1.11M,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.",Je-kyu Kang,'Jang Dong-Gun' 'Won Bin' 'Eun-ju Lee' 'Hyeong-jin Kong',"
Action, Drama, War            "
324,324,Les diaboliques,1955,117 min,8.1,****,"64,466",$1.09M,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Henri-Georges Clouzot,'Simone Signoret' 'Véra Clouzot' 'Paul Meurisse' 'Charles Vanel',"
Crime, Drama, Horror            "
926,926,Leviafan,2014,140 min,7.6,92        ,"51,972",$1.09M,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",Andrey Zvyagintsev,'Aleksey Serebryakov' 'Elena Lyadova' 'Roman Madyanov' 'Vladimir Vdovichenkov',"
Crime, Drama            "
360,360,Special Chabbis,2013,144 min,8.0,****,"54,365",$1.08M,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,Neeraj Pandey,'Akshay Kumar' 'Anupam Kher' 'Manoj Bajpayee' 'Jimmy Sheirgill',"
Crime, Drama, Thriller            "
807,807,The Machinist,2004,101 min,7.7,61        ,"374,482",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,Brad Anderson,'Christian Bale' 'Jennifer Jason Leigh' 'Aitana Sánchez-Gijón' 'John Sharian',"
Drama, Thriller            "
533,533,No Man's Land,I 2001,98 min,7.9,84        ,"46,295",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Danis Tanovic,'Branko Djuric' 'Rene Bitorajac' 'Filip Sovagovic' 'Georges Siatidis',"
Comedy, Drama, War            "
798,798,Joyeux Noël,2005,116 min,7.7,70        ,"28,996",$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Christian Carion,'Diane Kruger' 'Benno Fürmann' 'Guillaume Canet' 'Natalie Dessay',"
Drama, History, Music            "
230,230,Kahaani,2012,122 min,8.1,****,"61,101",$1.04M,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.",Sujoy Ghosh,'Vidya Balan' 'Parambrata Chattopadhyay' 'Indraneil Sengupta' 'Nawazuddin Siddiqui',"
Mystery, Thriller            "
343,343,The General,1926,67 min,8.1,****,"87,813",$1.03M,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.","Directors:Clyde Bruckman, Buster Keaton",'Buster Keaton' 'Marion Mack' 'Glen Cavender' 'Jim Farley',"
Action, Adventure, Comedy            "
55,55,Casablanca,1942,102 min,8.5,100        ,"548,129",$1.02M,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Michael Curtiz,'Humphrey Bogart' 'Ingrid Bergman' 'Paul Henreid' 'Claude Rains',"
Drama, Romance, War            "
361,361,Short Term 12,2013,96 min,8.0,82        ,"85,722",$1.01M,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,Destin Daniel Cretton,'Brie Larson' 'Frantz Turner' 'John Gallagher Jr.' 'Kaitlyn Dever',"
Drama            "
934,934,Hævnen,2010,118 min,7.6,65        ,"39,570",$1.01M,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",Susanne Bier,'Mikael Persbrandt' 'Trine Dyrholm' 'Markus Rygaard' 'Wil Johnson',"
Drama, Romance            "
534,534,Cowboy Bebop: Tengoku no tobira,2001,115 min,7.9,61        ,"46,531",$1.00M,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.","Directors:Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei",'Beau Billingslea' 'Melissa Fahn' 'Nicholas Guest' 'Kôichi Yamadera',"
Animation, Action, Crime            "
768,768,Rockstar,2011,159 min,7.7,****,"42,564",$0.99M,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Imtiaz Ali,'Ranbir Kapoor' 'Nargis Fakhri' 'Shammi Kapoor' 'Kumud Mishra',"
Drama, Music, Romance            "
204,204,Sherlock Jr.,1924,45 min,8.2,****,"46,762",$0.98M,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Buster Keaton,'Buster Keaton' 'Kathryn McGuire' 'Joe Keaton' 'Erwin Connelly',"
Action, Comedy, Romance            "
107,107,Bacheha-Ye aseman,1997,89 min,8.3,77        ,"71,353",$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Majid Majidi,'Mohammad Amir Naji' 'Amir Farrokh Hashemian' 'Bahare Seddiqi' 'Nafise Jafar-Mohammadi',"
Drama, Family, Sport            "
218,218,OMG: Oh My God!,2012,125 min,8.1,****,"55,920",$0.92M,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,Umesh Shukla,'Paresh Rawal' 'Akshay Kumar' 'Mithun Chakraborty' 'Mahesh Manjrekar',"
Comedy, Drama, Fantasy            "
211,211,Haider,2014,160 min,8.1,****,"52,644",$0.90M,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",Vishal Bhardwaj,'Shahid Kapoor' 'Tabu' 'Shraddha Kapoor' 'Kay Kay Menon',"
Action, Crime, Drama            "
89,89,Chhichhore,2019,143 min,8.3,****,"46,136",$0.90M,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",Nitesh Tiwari,'Sushant Singh Rajput' 'Shraddha Kapoor' 'Varun Sharma' 'Prateik Babbar',"
Comedy, Drama, Romance            "
788,788,Papurika,2006,90 min,7.7,81        ,"78,121",$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Satoshi Kon,'Megumi Hayashibara' 'Tôru Emori' 'Katsunosuke Hori' 'Tôru Furuya',"
Animation, Drama, Fantasy            "
799,799,Control,2007,122 min,7.7,78        ,"63,899",$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Anton Corbijn,'Sam Riley' 'Samantha Morton' 'Craig Parkinson' 'Alexandra Maria Lara',"
Biography, Drama, Music            "
229,229,Song of the Sea,2014,93 min,8.1,85        ,"56,004",$0.86M,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",Tomm Moore,'David Rawle' 'Brendan Gleeson' 'Lisa Hannigan' 'Fionnula Flanagan',"
Animation, Adventure, Drama            "
409,409,Pâfekuto burû,1997,81 min,8.0,****,"67,846",$0.78M,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.",Satoshi Kon,'Junko Iwao' 'Rica Matsumoto' 'Shinpachi Tsuji' 'Masaaki Ôkura',"
Animation, Drama, Horror            "
757,757,Omoide no Mânî,2014,103 min,7.7,72        ,"37,303",$0.77M,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",Hiromasa Yonebayashi,'Sara Takatsuki' 'Kasumi Arimura' 'Nanako Matsushima' 'Susumu Terajima',"
Animation, Drama, Family            "
319,319,Le notti di Cabiria,1957,110 min,8.1,****,"46,810",$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,Federico Fellini,'Giulietta Masina' 'François Périer' 'Franca Marzi' 'Dorian Gray',"
Drama            "
142,142,Drishyam,2015,163 min,8.2,****,"77,676",$0.74M,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Nishikant Kamat,'Ajay Devgn' 'Shriya Saran' 'Tabu' 'Rajat Kapoor',"
Crime, Drama, Mystery            "
651,651,Auf der anderen Seite,2007,122 min,7.8,85        ,"31,684",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,Fatih Akin,'Baki Davrak' 'Gürsoy Gemec' 'Cengiz Daner' 'Tuncel Kurtiz',"
Drama            "
163,163,Black,2005,122 min,8.2,****,"34,372",$0.73M,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",Sanjay Leela Bhansali,'Amitabh Bachchan' 'Rani Mukerji' 'Shernaz Patel' 'Ayesha Kapoor',"
Drama            "
75,75,Oldeuboi,2003,120 min,8.4,77        ,"548,169",$0.71M,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Park Chan-Wook,'Choi Min-sik' 'Yoo Ji-Tae' 'Kang Hye-jeong' 'Kim Byeong-Ok',"
Action, Drama, Mystery            "
955,955,Mysterious Skin,2004,105 min,7.6,73        ,"67,929",$0.70M,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Gregg Araki,'Brady Corbet' 'Joseph Gordon-Levitt' 'Elisabeth Shue' 'Chase Ellison',"
Drama            "
989,989,Giù la testa,1971,157 min,7.6,77        ,"33,456",$0.70M,A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,Sergio Leone,'Rod Steiger' 'James Coburn' 'Romolo Valli' 'Maria Monti',"
Drama, War, Western            "
96,96,Jagten,2012,115 min,8.3,77        ,"308,766",$0.69M,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",Thomas Vinterberg,'Mads Mikkelsen' 'Thomas Bo Larsen' 'Annika Wedderkopp' 'Lasse Fogelstrøm',"
Drama            "
947,947,The Secret of Kells,2009,71 min,7.6,81        ,"34,215",$0.69M,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","Directors:Tomm Moore, Nora Twomey",'Evan McGuire' 'Brendan Gleeson' 'Mick Lally' 'Christen Mooney',"
Animation, Adventure, Family            "
247,247,Dare mo shiranai,2004,141 min,8.1,88        ,"26,711",$0.68M,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",Hirokazu Koreeda,'Yûya Yagira' 'Ayu Kitaura' 'Hiei Kimura' 'Momoko Shimizu',"
Drama            "
466,466,The Night of the Hunter,1955,92 min,8.0,99        ,"86,410",$0.65M,"A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",Charles Laughton,'Robert Mitchum' 'Shelley Winters' 'Lillian Gish' 'James Gleason',"
Crime, Drama, Film-Noir            "
276,276,Chung Hing sam lam,1994,102 min,8.1,78        ,"73,618",$0.60M,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",Kar-Wai Wong,'Brigitte Lin' 'Takeshi Kaneshiro' 'Tony Chiu-Wai Leung' 'Faye Wong',"
Comedy, Crime, Drama            "
565,565,Amarcord,1973,123 min,7.9,****,"42,184",$0.58M,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,Federico Fellini,'Magali Noël' 'Bruno Zanin' 'Pupella Maggio' 'Armando Brancia',"
Comedy, Drama            "
914,914,Nelyubov,2017,127 min,7.6,86        ,"32,042",$0.57M,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,Andrey Zvyagintsev,'Maryana Spivak' 'Aleksey Rozin' 'Matvey Novikov' 'Marina Vasileva',"
Drama            "
637,637,Madeo,2009,129 min,7.8,79        ,"59,788",$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Bong Joon Ho,'Hye-ja Kim' 'Won Bin' 'Jin Goo' 'Je-mun Yun',"
Crime, Drama, Mystery            "
426,426,Akira,1988,124 min,8.0,67        ,"176,530",$0.55M,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",Katsuhiro Ôtomo,'Mitsuo Iwata' 'Nozomu Sasaki' 'Mami Koyama' 'Tesshô Genda',"
Animation, Action, Drama            "
